Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Dividend yield,From 52w high,Down from 52w high,Up from 52w low,Return over 1year
Univastu India,,UNIVASTU,Construction,201.9,229.44,0,0.91,9.46,126.85,119.11
Kabsons Industri,524675,,Trading,22.79,39.76,0,0.86,13.61,146.91,119.25
Haryana Leather,524080,,Chemicals,91.75,45.05,1.09,0.82,18.39,145.98,119.32
Vesuvius India,520113,VESUVIUS,Refractories / Intermediates,5446.1,11055.63,0.25,0.91,9.23,148.78,119.48
Moschip Tech.,532407,,Computers - Software - Medium / Small,129.3,2437.98,0,0.73,26.73,120.99,119.6
Nirman Agri,,NIRMAN,Miscellaneous,204,121.59,0,0.63,37.22,114.74,119.71
Coral Labs.,524506,,Pharmaceuticals - Indian - Formulations,518,184.92,0,0.95,5.39,128.09,119.98
Country Club Hos,526550,CCHHL,Hotels,16.58,271.04,0,0.87,12.51,161.1,120
Modern Dairies,519287,,Food - Processing - Indian,48,111.94,0,0.96,4,193.4,120.21
Titan Biotech,524717,,Pharmaceuticals - Indian - Bulk Drugs & Formln,538.4,444.93,0.34,0.86,14.4,119.67,120.28
EFC (I),512008,,Miscellaneous,407.95,2030.64,0,0.82,17.59,150.58,120.49
Patels Airtemp,517417,,Engineering,532.9,291.49,0.55,0.9,10.2,131.7,120.59
Tirupati Starch,524582,,Miscellaneous,171.8,164.75,0,0.83,17.12,144.59,120.78
The Anup Enginee,542460,ANUP,Engineering,1726.95,3436.76,0.44,0.79,21.03,125.59,120.88
Texmaco Infrast.,505400,TEXINFRA,Construction,114.6,1460.27,0.13,0.85,14.99,120.81,120.92
Indian Hume Pipe,504741,INDIANHUME,Construction,316,1664.74,0.32,0.83,16.58,122.3,121.11
G G Engineering,540614,,Trading,1.99,232.73,0,0.67,33,128.74,121.11
Kapston Services,,KAPSTON,Miscellaneous,355.15,360.28,0,0.92,7.75,156.8,121.22
Helpage Finlease,539174,,Finance & Investments,19,18.9,0,0.84,15.85,94.47,121.27
Antarctica,,ANTGRAPHIC,Packaging,1.6,24.81,0,0.82,17.95,166.67,121.43
PVP Ventures,517556,PVP,Construction,24.28,632.27,0,0.56,44.12,160.79,121.46
Cords Cable,532941,CORDSCABLE,Cables - Power,209.35,270.67,0,0.86,14.2,148.19,121.47
KDDL Ltd,532054,KDDL,Miscellaneous,2534.35,3177.35,2.27,0.81,18.77,121.39,121.5
Sanrhea Tech.,514280,,Textiles - Processing,162,81,0.62,0.87,12.9,,121.58
Arnold Holdings,537069,,Finance & Investments,51.4,154.58,0,0.98,1.83,204.14,121.74
Kalpataru Proj.,522287,KPIL,Transmisson Line Towers / Equipment,1205,19574.82,0.58,0.88,12.04,136.27,121.77
Tata Motors-DVR,570001,TATAMTRDVR,Automobiles - LCVs / HCVs,621.5,31603.49,0.34,0.87,12.82,123.12,122.06
Balmer Law. Inv.,532485,,Finance & Investments,840.3,1865.48,3.89,0.86,14.08,117.64,122.14
Jindal Saw,500378,JINDALSAW,Steel - Large,538.3,17212.34,0.74,0.9,9.99,137.14,122.16
Gretex Industrie,,GRETEX,Trading,121.3,51.09,0,0.93,7.3,224.77,122.36
Jindal Drilling,511034,JINDRILL,Oil Drilling / Allied Services,640.25,1855.43,0.07,0.7,30.03,112.64,122.5
SEPC,532945,SEPC,Engineering - Turnkey Services,18.88,2661.73,0,0.68,31.91,155.83,122.57
Pashupati Cotsp.,,PASHUPATI,Textiles - Cotton/Blended,251.1,383.78,0.31,0.93,7.48,195.41,122.59
Fluidomat,522017,,Engineering,625,308.14,0.72,0.85,15.4,123.13,122.77
Allsec Tech.,532633,ALLSEC,Computers - Software - Medium / Small,1051,1601.72,2.85,0.89,10.86,126.02,122.79
Padmanabh Inds.,526905,,Chemicals,6.91,4.2,0,0.95,5.08,200.43,122.9
Sh. Ganesh Elas.,530797,,Finance & Investments,25.24,13.88,0,0.9,9.7,131.77,123.19
Welspun Investme,533252,WELINV,Finance & Investments,749.75,273.67,0,0.8,19.8,135.7,123.35
Ashish Polyplast,530429,,Plastics Products,41,13.94,0,0.94,5.88,168.68,123.44
Citizen Infoline,538786,,Trading,46.18,24.92,0,1,0,136.7,123.52
Aditya Vision,540205,,Trading,3190,4089.24,0.23,0.8,20.21,154.18,123.62
D B Corp,533151,DBCORP,Entertainment / Electronic Media Software,303,5396.16,1.99,0.81,18.88,134.52,123.85
Godfrey Phillips,500163,GODFRYPHLP,Cigarettes,3971.25,20648.07,1.08,0.93,7.39,147.42,123.88
IRB Infra.Devl.,532947,IRB,Construction,66.08,39905.76,0.45,0.86,13.68,164.85,124.05
Bemco Hydraulics,522650,,Engineering,1200.55,262.53,0,0.87,13.29,123.98,124.2
Sinnar Bidi Udy.,509887,,Miscellaneous,485.05,19.4,0,0.63,36.68,125.34,124.62
Softtech Enginee,543470,SOFTTECH,Computers - Software - Medium / Small,316.9,406.25,0,0.84,16.08,152.41,124.81
Mindteck (India),517344,MINDTECK,Computers - Software - Medium / Small,262.75,666.4,0.36,0.75,25.44,121.92,124.87
Lak. Auto. Looms,505302,,Miscellaneous,1943.8,129.99,0.5,0.85,14.75,142.64,124.9
Ashirwad Steels,526847,,Finance & Investments,50,62.52,0,0.74,26.09,127.27,124.99
G G Automotive,531399,,Engineering,137.8,114.82,0,0.87,13.42,178.05,125.23
Rapicut Carbides,500360,,Engineering,111,59.6,0,0.79,21.25,133.1,125.28
Nova Iron &Steel,513566,,Steel - Sponge Iron,25.2,91.07,0,0.63,36.51,156.36,125.41
SBC Exports,542725,SBC,Textiles - Products,31.6,1003.12,0.11,0.93,6.78,155.66,125.41
Scarnose Inter.,543537,,Trading,113.3,35.69,0,0.57,43.21,151.22,125.92
Sh. Rajas. Synt.,503837,,Textiles - Spinning - Synthetic / Blended,7.35,10.07,0,1,0,145.82,126.15
F A C T,590024,FACT,Fertilizers,673.5,43580.28,0.15,0.74,25.9,123.01,126.17
Neuland Labs.,524558,NEULANDLAB,Pharmaceuticals - Indian - Bulk Drugs,6040,7749.27,0.16,0.77,22.5,121.49,126.31
G M D C,532181,GMDCLTD,Mining / Minerals / Metals,391.1,12436.98,2.93,0.77,22.71,146.91,126.34
Vision Corpn.,531668,,Entertainment / Electronic Media Software,4.22,8.43,0,0.03,97.17,187.07,126.4
Porwal Auto Comp,532933,,Castings & Forgings,53.92,81.41,0,0.76,23.71,137.32,126.84
Prism Finance,531735,,Finance & Investments,41,26.65,0,0.94,6.46,139.07,127.15
Naysaa Securi.,538668,,Finance & Investments,302.85,328.94,0,0.83,16.8,129.34,127.44
Rahul Merchand,531887,,Trading,16.86,5.92,0,1,0,116.71,127.53
Arihant's Secur.,531017,,Finance & Investments,20.09,10.05,0,0.72,27.99,143.52,127.74
Geojit Fin. Ser.,532285,GEOJITFSL,Finance & Investments,99.15,2371.1,1.48,0.85,14.6,134.34,128.19
Advance Meter.,534612,,Electric Equipment,43,69.09,0,0.67,33.46,142.12,128.21
Sundaram Brake,590072,SUNDRMBRAK,Auto Ancillaries,739.6,290.67,0,0.79,21.26,134.05,128.34
G S Auto Intl.,513059,,Auto Ancillaries,37.7,54.74,0,0.81,18.85,169.29,128.47
Central Bank,532885,CENTRALBK,Banks - Public Sector,64.68,56148.33,0,0.84,15.89,143.8,128.47
DDev Plastiks,543547,,Chemicals,332.8,3443.7,0.31,0.97,3.11,142.19,128.49
Jayant Infratech,543544,,Engineering - Turnkey Services,162.95,158.17,0,0.47,52.63,189.95,128.67
Benares Hotels,509438,,Hotels,8700,1131,0.23,0.87,13.44,140.6,128.87
Linde India,523457,LINDEINDIA,Chemicals,8688.8,74098.07,0.05,0.87,12.54,121.3,128.95
Natl. Aluminium,532234,NATIONALUM,Aluminium and Aluminium Products,191.55,35180.74,2.39,0.93,7.15,137.51,129
Anlon Tech,,ANLON,Miscellaneous,468.05,262.35,0,0.95,4.87,131.59,129.03
Engineers India,532178,ENGINERSIN,Engineering - Turnkey Services,247.9,13932.99,1.24,0.85,14.52,133.32,129.12
Tarapur Trans,533203,TARAPUR,Electric Equipment,11.7,22.82,0,0.84,16.25,175.29,129.13
Thermax,500411,THERMAX,Engineering,5400.25,64347.37,0.19,0.97,3.09,146.38,129.14
Denis Chem Lab,537536,,Pharmaceuticals - Indian - Bulk Drugs & Formln,172.6,239.49,1.2,0.77,22.6,133.09,129.22
Kriti Nutrients,533210,KRITINUT,Solvent Extraction,105.05,526.34,0.29,0.81,19.06,135.54,129.28
Dynamatic Tech.,505242,DYNAMATECH,Engineering,7710,5236.18,0.13,0.85,15.12,135.02,129.38
Suncare Traders,539526,,Trading,1,25.51,0,0.63,37.11,138.1,129.55
AVG Logistics,543910,AVG,Miscellaneous,498.5,664.18,0.19,0.75,25.42,134.75,129.57
Mahasagar Travel,526795,,Travel Agencies,9.59,7.54,0,0.89,10.71,215.46,129.58
Arunjyoti Bio,530881,,Trading,73.45,136.92,0,0.81,19,212.29,129.7
PMC Fincorp,534060,,Finance & Investments,4.33,231.29,0,0.89,10.54,209.29,129.8
Ashima,514286,ASHIMASYN,Textiles - Cotton/Blended,30.65,587.48,0,0.86,13.9,154.36,130
Auro Labs.,530233,,Pharmaceuticals - Indian - Bulk Drugs,192.55,119.96,0,0.63,37.32,156.32,130.09
GeeCee Vent.,532764,GEECEE,Construction,326.5,682.77,0.61,0.84,16.25,126.19,130.26
PVV Infra Ltd,536659,,Construction,27.55,63.33,0,0.64,35.93,130.54,130.34
Ashoka Buildcon,533271,ASHOKA,Engineering - Turnkey Services,183.3,5145.68,0,0.93,7.24,134.97,130.52
Kirloskar Indus.,500243,KIRLOSIND,Finance & Investments,6085.25,6045.19,0.17,0.91,9.16,140.14,130.61
Daulat Securitie,530171,,Finance & Investments,43.72,21.86,0,0.66,33.78,141.15,130.66
Auto.Corp.of Goa,505036,,Auto Ancillaries,1901,1157.46,0.91,0.83,17.35,134.11,130.67
Olectra Greentec,532439,OLECTRA,Automobiles - LCVs / HCVs,1746.4,14334.66,0.02,0.79,21.4,131.57,130.73
ASM Technologies,526433,,Computers - Software - Medium / Small,1050.05,1152.12,0.65,0.83,16.66,162.38,130.88
Sakuma Exports,532713,SAKUMA,Trading,34.92,1094.91,0.15,1,0.11,167.18,131.07
Kaynes Tech,543664,KAYNES,Electronics - Components,3387.35,21651.28,0,0.93,7.04,154.69,131.21
Jaysynth Dyestuf,506910,,Dyes And Pigments,157.4,136.94,0.16,0.9,9.95,158.03,131.23
BKM Industries,539043,BKMINDST,Packaging,1.85,12.12,0,0.74,26,184.62,131.25
Welspun Corp,532144,WELCORP,Steel - Large,549.45,14377.3,0.89,0.86,13.74,112.92,131.32
Competent Auto,531041,,Trading,545.2,335.29,0.18,0.87,13.18,131.36,131.41
Valor Estate,533160,DBREALTY,Construction,203.3,10933.25,0,0.71,28.65,194,131.51
GRP,509152,GRPLTD,Miscellaneous,8950,1190.35,0.19,0.91,9.18,165.19,131.77
Paisalo Digital,532900,PAISALO,Finance & Investments,62.65,5626.28,0.08,0.63,37.12,198.19,131.84
Windlas Biotech,543329,WINDLAS,Pharmaceuticals - Indian - Formulations,634.45,1319.54,0.64,0.98,2.38,134.07,131.86
Emerald Leisures,507265,,Hotels,187.3,93.75,0,0.9,9.52,134.71,131.94
Dhatre Udyog,540080,,Steel - Medium / Small,19.18,208.97,0,0.6,39.55,114.78,131.96
Patel Engineerin,531120,PATELENG,Construction,62,5235.17,0,0.78,21.52,141.62,132.23
NCC,500294,NCC,Construction,287.25,18034.87,0.76,0.96,3.93,144.68,132.24
Parin Furniture,,PARIN,Miscellaneous,195,216.8,0,0.99,0.66,201.86,132.42
NHPC Ltd,533098,NHPC,Power Generation And Supply,107.1,107582.3,1.71,0.92,7.55,148.49,132.57
Active Clothing,541144,,Textiles - Products,107,166,0,0.74,25.72,169.52,132.57
R&B Denims,538119,,Textiles - Cotton/Blended,64.66,581.76,0,0.85,14.9,142.54,132.62
Keltech Energies,506528,,Chemicals,3876.95,387.72,0.04,0.76,23.91,165.34,132.7
Strides Pharma,532531,STAR,Pharmaceuticals - Indian - Bulk Drugs & Formln,859,7894.21,0.18,0.93,6.63,143.2,132.7
India Steel,513361,,Steel - Medium / Small,3.4,135.36,0,0.64,35.73,131.29,133.11
NLC India,513683,NLCINDIA,Power Generation And Supply,236.65,32814.81,1.45,0.81,19.44,157.23,133.24
NMDC,526371,NMDC,Mining / Minerals / Metals,260.15,76239.7,2.65,0.91,9.15,150.63,133.35
Neil Industries,539016,,Finance & Investments,18,35.19,0,0.79,21.19,149.31,133.55
PTC India Fin,533344,PFS,Finance & Investments,38.6,2477.3,2.65,0.57,43.19,135.65,133.64
Majestic Auto,500267,,Construction,342,355.68,4.38,0.82,18.39,140.85,133.66
Dynamic Cables,540795,DYCL,Cables - Power,547.25,1204.77,0.09,0.88,12.11,146.51,133.66
Galaxy Cloud,506186,,Food - Processing - Indian,30.88,138.77,0,1,0,208.8,133.78
Rishi Techtex,523021,,Packaging,52.5,38.81,0,0.81,19.11,128.26,133.86
Nam Securities,538395,,Finance & Investments,105.75,57.03,0,0.63,37.24,146.73,134.04
Howard Hotels,526761,,Hotels,23.5,21.41,0,0.73,26.54,173.26,134.12
MMTC,513377,MMTC,Trading,70.23,10534.5,0,0.69,31.15,133.87,134.17
Sh. Rama Multi.,532310,SHREERAMA,Packaging,24.14,322.41,0,0.68,32.02,145.08,134.29
Salasar Techno,540642,SALASAR,Steel - Medium / Small,20.05,3397.02,0.1,0.59,41.17,137.84,134.36
Captain Techno.,540652,,Castings & Forgings,232.3,237.18,0.08,1,0,190.01,134.38
Ambalal Sarabhai,500009,,Trading,47.71,365.62,0,0.68,31.84,128.28,134.41
Prakash Pipes,542684,PPL,Plastics Products,394.35,943.23,0.3,0.8,20.01,146.39,134.43
Orient Beverages,507690,,Miscellaneous,285,61.56,0,0.73,26.55,149.56,134.57
P. H. Capital,500143,,Finance & Investments,145,43.5,0.17,0.75,24.87,162.63,134.65
Vikram Thermo,530477,,Pharmaceuticals - Indian - Bulk Drugs & Formln,165.5,518.96,0.28,0.77,23.28,128.31,134.76
All E Tech,,ALLETEC,Computers - Software - Medium / Small,230.8,466.08,0.44,0.69,31.19,126.27,135
Aurangabad Dist.,,AURDIS,Breweries & Distilleries,267.35,219.23,0,0.72,27.55,122.05,135.4
Kerala Ayurveda,530163,,Pharmaceuticals - Indian - Formulations,284,341.72,0,0.82,18.06,182.59,135.47
Exide Inds.,500086,EXIDEIND,Auto Ancillaries,488.25,41501.25,0.4,0.94,5.63,139.51,135.55
SMS Pharma.,532815,SMSPHARMA,Pharmaceuticals - Indian - Bulk Drugs,199,1684.54,0.15,0.9,10.32,139.76,135.6
Rajas. Petro Syn,506975,,Miscellaneous,3.28,5.31,0,0.96,4.37,,135.97
Macrotech Devel.,543287,LODHA,Construction,1374.9,136751.04,0.08,0.98,1.67,156.32,135.97
Ashiana Agro Ind,519174,,Trading,11.14,5.12,0,0.8,20.37,160.28,136.29
Indian Metals,533047,IMFA,Mining / Minerals / Metals,690.75,3726.92,1.42,0.9,10.06,147.58,136.34
Skyline Millars,505650,,Construction,28.05,112.83,0,0.93,6.81,250.63,137.13
Rajputana Invest,539090,,Trading,45.84,14.12,0,0.85,14.76,176.98,137.28
Man Industries,513269,MANINDS,Steel - Medium / Small,355.5,2301.31,0.54,0.77,22.55,174.84,137.42
Trejhara Solutio,542233,TREJHARA,Computers - Software - Medium / Small,166.35,241.5,0,0.75,25.29,170.88,137.57
B & A,508136,,Tea,630,195.3,0.08,0.86,14.22,190.72,137.83
Orient Green,533263,GREENPOWER,Power Generation And Supply,19.64,1926.17,0,0.57,43.29,149.24,137.86
Dixon Technolog.,540699,DIXON,Electronics - Consumer,9395.95,56208.1,0.03,0.99,0.97,144.33,138.09
Lucent Industrie,539682,,Miscellaneous,94,141,0,1,0,126.78,138.1
ABC Gas (Int.),513119,,Trading,91.58,18.13,0,1,0,154.39,138.37
Muller & Phipps,501477,,Trading,314.7,19.66,0,1,0,138.41,138.37
Pakka,516030,PAKKA,Paper,236.15,924.95,1.04,0.59,40.81,124.8,138.59
Promax Power,543375,,Engineering - Turnkey Services,54.6,136.51,0,0.59,41.18,217.81,139.25
Adit.Birla Money,532974,BIRLAMONEY,Finance & Investments,122.75,693.61,0,0.83,17.26,145.01,139.34
Stratmont Indus.,530495,,Trading,41.53,14.54,0,0.52,48.04,168.63,139.46
Dhanlaxmi Bank,532180,DHANBANK,Banks - Private Sector,41.5,1050,0,0.7,29.66,151.82,139.53
C P C L,500110,CHENNPETRO,Refineries,912.5,13588.18,2.92,0.81,18.74,162.74,139.56
Sanghvi Movers,530073,SANGHVIMOV,Miscellaneous,1092.4,4730.06,0.37,0.73,26.93,149.12,139.57
ITD Cem,509496,ITDCEM,Construction,403.15,6925.6,0.19,0.96,3.67,157.93,139.68
Kalyani Steels,500235,KSL,Steel - Medium / Small,820.75,3583.37,1.22,0.76,23.84,144.6,139.76
Shaily Engineer.,501423,SHAILY,Plastics Products,631.55,2896.72,0,0.9,9.78,150.61,139.84
Pearl Global Ind,532808,PGIL,Textiles - Products,643,2802.42,1.38,0.87,12.56,151.66,140.06
JSW Energy,533148,JSWENERGY,Power Generation And Supply,612.35,107024.53,0.32,0.94,6.02,145.92,140.28
Emkay Taps & Cut,,EMKAYTOOLS,Engineering,894,954,0,0.97,2.51,148.33,140.44
Sita Enterprises,512589,,Finance & Investments,39,11.71,0,0.85,14.72,188.04,140.47
Fruition Venture,538568,,Finance & Investments,61.75,24.7,0,0.88,11.96,129.64,140.74
Wallfort Fin.,532053,,Finance & Investments,110.2,106.8,0,0.74,25.99,138.73,141.11
Lloyds Luxuries,,LLOYDS,Miscellaneous,108.5,245.78,0,0.7,29.59,152.33,141.19
IITL Projects,531968,,Construction,43.74,21.83,0,0.65,34.93,199.59,141.2
Kalyani Invest.,533302,KICL,Finance & Investments,4403.4,1924.28,0,0.93,7.01,151.96,141.46
Jindal Stain.,532508,JSL,Steel - Large,794.35,65409.52,0.21,0.95,4.53,180.19,141.93
Swan Energy,503310,SWANENERGY,Diversified - Medium / Small,574.75,18015.94,0.02,0.73,26.55,168.26,142
Transwar.Fin.,532812,TFL,Finance & Investments,22.3,109,0,0.99,1.33,195.36,142.08
Vipul Ltd,511726,VIPULLTD,Construction,41.53,498.3,0,0.97,3.24,230.65,142.12
Parker Agrochem,524628,,Miscellaneous,21.17,10.11,0,0.73,27.33,160.07,142.15
GE Power,532309,GEPIL,Engineering - Turnkey Services,310.05,2084.48,0,0.77,23.41,136.05,142.28
Orchid Pharma,524372,ORCHPHARMA,Pharmaceuticals - Indian - Bulk Drugs & Formln,1001.05,5077.27,0,0.74,26.39,145.36,142.36
Nippon Life Ind.,540767,NAM-INDIA,Finance & Investments,604.3,38098.65,2.82,0.97,3.15,148.68,142.45
RPP Infra Proj.,533284,RPPINFRA,Construction,111.8,424.19,0,0.69,30.75,123.6,142.6
Libord Finance,511593,,Finance & Investments,13.99,21.96,0,0.91,9.45,205.46,142.69
Sadbhav Engg.,532710,SADBHAV,Construction,25.78,442.3,0,0.64,36.2,157.8,142.79
Abhinav Capital,532057,,Finance & Investments,218,150.97,0,0.91,8.79,151.44,143.12
BDH Industries,524828,,Pharmaceuticals - Indian - Formulations,346,199.29,1.16,0.87,12.96,144.52,143.35
Polychem,506605,,Petrochemicals,2888.8,115.55,0.69,0.86,13.51,174.47,143.49
Hindustan Motors,500500,HINDMOTORS,Automobiles - Passenger Cars,35.16,733.65,0,0.72,27.8,177.94,143.54
Solar Industries,532725,SOLARINDS,Chemicals,9393,84997.27,0.09,0.9,10.11,172,143.6
One Point One,,ONEPOINT,Computers - Software - Medium / Small,54.3,1061.27,0,0.78,22.43,166.83,143.61
Anant Raj,515055,ANANTRAJ,Construction,384.95,13161.09,0.13,0.98,2.01,155.53,143.96
Hind Rectifiers,504036,HIRECT,Electronics - Components,688.35,1179.7,0,0.84,16.46,152.98,144.34
Multi Comm. Exc.,534091,MCX,Miscellaneous,3628.5,18505.44,0.53,0.85,15.02,157.09,144.42
SAB Events,540081,SABEVENTS,Entertainment / Electronic Media Software,10.1,10.59,0,0.77,22.61,269.96,144.87
Titan Securities,530045,,Finance & Investments,42.87,107.31,0,0.91,8.57,167.94,145.08
iStreet Network,524622,,Trading,4.45,9.47,0,1,0,215.6,145.09
MIC Electronics,532850,MICEL,Electronics - Components,49.02,1085.5,0,0.82,18.03,172.33,145.61
Lords Ishwar,530065,,Hotels,22.6,16.88,0,0.99,1.27,151.11,145.65
Caspian Corporat,534732,,Miscellaneous,63.49,267.93,0.08,0.91,9.3,201.62,145.98
Garware Hi Tech,500655,GRWRHITECH,Packaging,1808.4,4201.4,0.57,0.82,17.8,152.55,146.24
Zen Technologies,533339,ZENTEC,Miscellaneous,965.25,8112.36,0.02,0.85,14.59,155.56,146.28
Sterling & Wils.,542760,SWSOLAR,Engineering - Turnkey Services,704.05,16419.18,0,0.85,14.97,178.28,146.33
Macfos,543787,,Trading,668,590.18,0,0.97,2.91,167.2,146.41
Punjab Natl.Bank,532461,PNB,Banks - Public Sector,129.4,142482.52,1.16,0.91,9.45,160.36,146.52
Haz.Multi Proj.,532467,,Construction,380.5,710.01,0.77,0.84,16.19,245.91,146.75
Raj Television,532826,RAJTV,Entertainment / Electronic Media Software,121.51,630.79,0,0.87,13.39,186.31,147.16
Oil India,533106,OIL,Oil Drilling / Allied Services,635.4,68903.07,3.21,0.94,5.94,164.03,147.43
Astra Microwave,532493,ASTRAMICRO,Telecommunications - Equipment,863.65,8199.91,0.18,0.94,5.58,152.86,147.57
Artemis Electri.,542670,,Electric Equipment,31.5,790.8,0,0.44,56.48,152.61,147.76
Mauria Udyog,539219,,Packaging,9.98,132.95,0,0.7,29.96,152.66,147.79
Indl.& Prud.Inv.,501298,,Finance & Investments,5330,893.22,1.13,0.91,9.5,153.69,148.06
Yunik Managing,533149,,Miscellaneous,13.23,18.89,0,0.76,23.57,135.41,148.13
POCL Enterprises,539195,,Mining / Minerals / Metals,346,192.94,0.57,0.94,6.23,151.18,148.25
Alankit,531082,ALANKIT,Computers - Software - Medium / Small,21.97,595.7,0,0.93,6.91,151.66,148.3
Beryl Drugs,524606,,Pharmaceuticals - Indian - Bulk Drugs & Formln,31.53,16,0,0.7,29.9,140.69,148.44
Mafatlal Inds.,500264,,Textiles - Composite,131.5,940.26,0,0.76,23.99,159.62,149.09
HEC Infra Proj.,,HECPROJECT,Engineering - Turnkey Services,89.1,90.35,0,0.84,15.82,167.17,149.44
Shriram Pistons,,SHRIPISTON,Auto Ancillaries,1933.65,8517.64,0.27,0.88,12.35,165.07,149.56
Guj. Themis Bio.,506879,,Pharmaceuticals - Indian - Bulk Drugs,378.85,2752.12,0.29,0.87,12.91,156.67,149.58
Dec.Gold Mines,512068,,Mining / Minerals / Metals,108.7,1604.84,0,0.68,31.61,148.17,149.66
HB Estate Devel.,532334,,Hotels,70.6,137.38,0,0.86,14.06,147.55,149.69
M E T S,538401,,Healthcare,159.55,87.92,0,0.88,12.31,166.58,149.77
Step Two Corp.,531509,,Finance & Investments,40.86,17.35,0,0.79,21.39,201.33,150.67
Sri Ramakr. Mill,521178,,Textiles - Cotton/Blended,56.25,40.07,0,0.91,9.27,174.26,150.79
Jay Jalaram Tech,,KORE,Trading,448.35,499,0,0.85,15.09,180.22,150.85
Talbros Auto.,505160,TALBROAUTO,Auto Ancillaries,287.5,1774.65,0.2,0.82,18.09,150.79,150.98
Jamshri Realty,502901,,Construction,9970.9,69.66,0,0.85,15.13,184.88,151.22
Indrapr.Medical,532150,INDRAMEDCO,Healthcare,245.75,2252.77,1.24,0.87,13.1,181.99,151.65
Oil Country,500313,OILCOUNTUB,Steel - Medium / Small,37.1,164.31,0,0.63,37.29,146.51,151.69
S P Capital Fin.,530289,,Finance & Investments,41.41,24.89,4.23,0.78,21.71,193.69,151.73
Cubex Tubings,526027,CUBEXTUB,Mining / Minerals / Metals,89.85,128.66,0,0.7,29.56,163.49,152.07
S C I,523598,SCI,Shipping,246.35,11474.99,0.18,0.85,15.27,156.35,152.11
Godawari Power,532734,GPIL,Steel - Medium / Small,955.05,12983.43,0.44,0.98,2.31,167.15,152.16
Pitti Engg.,513519,PITTIENG,Engineering,902,2890.91,0.29,0.98,1.9,156.32,152.3
Swagtam Trading,539406,,Miscellaneous,83.95,9.99,0,0.89,10.68,174.35,152.41
B N Rathi Sec.,523019,,Finance & Investments,96.28,98.69,1.56,0.76,23.59,175.09,152.87
Purshottam Inves,538647,,Finance & Investments,46.35,29.11,0,0.82,18.07,321.36,153.3
JBM Auto,532605,JBMA,Auto Ancillaries,2082.3,24622.54,0.06,0.86,14.25,160.92,153.42
Gennex Lab.,531739,,Pharmaceuticals - Indian - Bulk Drugs,17.16,390.29,0,0.78,21.61,180.39,153.5
Yuranus Infrast.,536846,,Construction,80.55,28.19,0,0.93,6.61,166.11,153.65
J Kumar Infra,532940,JKIL,Construction,756.05,5720.62,0.47,0.99,0.98,192.93,154
Thakral Services,509015,,Electronics - Components,48.58,57.01,0,1,0,292.72,154.16
VMS Industries,533427,,Miscellaneous,35.02,85.67,0,0.61,39.41,185.18,154.35
Alliance Integ.,534064,,Steel - Medium / Small,71.79,945.09,0,0.97,2.97,271.97,154.4
Aplab,517096,,Electronics - Components,83.6,92.72,0,0.66,34.17,142.53,154.65
Unifinz Capital,541358,,Finance & Investments,102.58,32.21,0,1,0,196.05,154.93
Quintegra Soln.,532866,QUINTEGRA,Computers - Software - Medium / Small,2.55,6.84,0,1,0,222.78,155
Kush Industries,514240,,Textiles - Processing,13.38,20.4,0,1,0,195.36,155.51
Madhav Infra,539894,,Construction,11.44,308.4,0,0.76,23.73,171.73,156.16
Bella Casa Fashi,539399,,Textiles - Products,309,354.59,0.25,0.94,5.5,160.98,156.19
Jindal Hotels,507981,,Hotels,101.75,71.23,0,0.72,28.35,159.57,156.3
Torrent Power,532779,TORNTPOWER,Power Generation And Supply,1516.25,72873.5,0.84,0.93,7.16,172.93,156.51
Cropster Agro,523105,,Packaging,455.35,1138.38,0,0.48,51.77,249.33,156.52
Balurghat Tech,520127,,Miscellaneous,28.03,51.02,0,0.72,28.11,155.05,156.52
Om Infra,531092,OMINFRAL,Engineering - Turnkey Services,110,1059.28,0.45,0.69,30.62,160.6,156.57
Max India Ltd,543223,MAXIND,Finance & Investments,265.6,1146.6,0,0.94,6.36,160.39,156.69
Chambal Brewer,512301,,Trading,8.11,6.07,0,0.55,45.24,209.54,156.77
Anuh Pharma,506260,,Pharmaceuticals - Indian - Bulk Drugs,227.55,1140.33,0.87,0.86,14.13,157.12,156.87
Bartronics India,532694,ASMS,Computers - Software - Medium / Small,20.52,625,0,0.71,28.63,151.78,156.88
Olympic Oil Ind.,507609,,Trading,56.84,16.2,0,0.91,8.59,241.18,157.21
Monarch Networth,511551,MONARCH,Finance & Investments,513.7,1739.85,0.19,0.74,25.58,155.57,157.23
Captain Polyplas,536974,,Plastics Products,52.44,290.4,0,0.75,24.82,173.13,157.26
Bharat Electron,500049,BEL,Electronics - Components,296.1,216442.59,0.61,0.98,2.39,164.61,157.44
Baheti Recycling,,BAHETI,Aluminium and Aluminium Products,292.85,303.64,0,0.97,3.03,201.91,157.86
Mufin Green,542774,MUFIN,Finance & Investments,117,1766.63,0,0.43,57.36,234.29,157.92
Century Textiles,500040,CENTURYTEX,Paper,2021.65,22580.9,0.23,0.89,11.38,158.89,157.96
Navkar Urban.,531494,,Construction,16.15,362.44,0.12,0.96,3.87,336.49,158.56
ASL Industries,,ASLIND,Auto Ancillaries,55.9,58.23,0,0.7,30.13,235.74,158.8
Newgen Software,540900,NEWGEN,Computers - Software - Medium / Small,910.2,12769.33,0.48,0.86,13.98,200.87,158.81
